1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0,-57,-39.13,-61.71,-52.05,-62.78,-55.96,0,-53.64,-79.72,-62.46,-68.36,-39.37,-54.61,0,-62.27,-33.81,-57.26,-60.6,-76.71,-62.17,0,-71.8,-71,-52,-62.4,-32.33,-72.25,0,-68.67
0,-57.89,-40.64,-62.07,-52.32,-63.25,-56.07,0,-55.07,-76.86,-62.75,-72.54,-41.93,-56.75,0,-61.96,-33.71,-58.57,-61.33,-82,-62,0,-75.33,-72.5,-52,-67,-32,-76,0,-72
0,-58.43,-39.67,-61.36,-52.08,-62.64,-57,0,-56,-73.5,-68.5,-79.5,-41.54,-55.46,0,-61.96,-34.18,-57.79,-61.05,-76.33,-61.72,0,-72.53,-72.63,-51.64,-64.11,-32.36,-73.17,0,-70.2
0,-57.39,-42.96,-61.75,-52.25,-61.93,-56.5,0,-53.04,-75.25,-63.39,-69.11,-39,-55,0,-62,-34,-58,-60.67,-79.6,-61.88,0,-77,-73.88,-51.5,-64.32,-32.82,-74.58,0,-70.42
0,-57.5,-38.25,-61.5,-52.5,-62.75,-56.67,0,-52.5,-79.6,-62.67,-73.75,-42,-55,0,-61.5,-35,-58,-61.07,-82.18,-62.18,0,-72.5,-71.89,-51.21,-62.21,-32.46,-72,0,-70.75
0,-57,-41.04,-61.79,-51.93,-62.39,-56,0,-53,-73,-63,-73,-40.79,-54.14,0,-62,-33.75,-57.57,-60.67,-73.67,-62,0,-73.5,-73.5,-51.54,-65.46,-32.39,-73.25,0,-69.75
0,-57.38,-41.28,-62.05,-50.94,-62.5,-55.75,0,-53.21,-73.32,-64.11,-74.75,-40.5,-54.71,0,-62.39,-33.71,-57.68,-61,-74,-62.5,0,-72,-75,-51.89,-65.64,-32.29,-72.64,0,-69.32
0,-56.46,-41.68,-61.18,-52.32,-62.43,-55,0,-53.25,-73,-64.5,-74,-44,-54.67,0,-62,-34.25,-57.75,-61.21,-72.89,-61.96,0,-72.93,-73.43,-52,-65,-33,-72,0,-70.5
0,-59.83,-42.11,-61.67,-52.57,-64.13,-58.88,0,-57.25,-75.62,-64.09,-70.21,-41.82,-58.54,0,-61.5,-33.11,-56.39,-60.79,-76.14,-61.29,0,-71.79,-71.29,-53.11,-65.75,-32.07,-71.71,0,-69.52
0,-57.61,-39.79,-61.31,-51.96,-62.88,-58.25,0,-55,-75.67,-64.33,-64,-40.82,-54.96,0,-61,-33.18,-56.71,-62,-76,-61.57,0,-69.6,-70,-52.57,-66.69,-32.11,-69.19,0,-70.69
0,-58,-36,-61,-51,-66,-56.55,0,-54.83,-67.45,-59.09,-71.67,-40.11,-55.32,0,-60.43,-32.82,-56.36,-59.93,-68.61,-60.5,0,-70.64,-71.54,-51.5,-65.11,-31.93,-70.89,0,-72.26
0,-58.2,-39.67,-60.08,-52.4,-62.73,-56,0,-55,-67.5,-67.5,-80.5,-38.43,-55.38,0,-61.17,-33.13,-56.35,-59.41,-67.57,-60.79,0,-69.21,-72.36,-53.23,-67.43,-31.75,-69.25,0,-71.71
0,-57.82,-39.39,-60.36,-52.61,-62.57,-56,0,-54,-67,-68,-81,-47,-54,0,-61,-33,-56,-59.71,-67.32,-61,0,-69.07,-73.25,-52.89,-67.32,-31.82,-69.18,0,-71.79
0,-57.57,-39.61,-60.07,-52.82,-62.46,-56,0,-54.33,-67,-66.67,-82,-40.18,-54.86,0,-61,-32.86,-56.43,-59.46,-67.68,-60.86,0,-69.07,-73.43,-52.67,-68,-31.75,-70,0,-72
0,-57.19,-38.16,-60.5,-52.56,-62.35,-57,0,-53.5,-68,-68,-80,-41,-54.6,0,-61.5,-33.15,-56.67,-59.67,-67.95,-61,0,-69.33,-72.8,-53,-67.12,-31.8,-69.44,0,-71.47
0,-58,-40.68,-60.21,-52.86,-62.21,-56,0,-52,-67.67,-66.5,-78.5,-40.82,-54.88,0,-61.07,-32.96,-56.64,-59.62,-68.11,-61.04,0,-69.48,-73.44,-52.71,-67.73,-31.96,-69.43,0,-71.86
0,-58.56,-39.92,-60.25,-53.2,-62,-57,0,-53.5,-65,-66.5,-82,-45,-57,0,-61,-33,-57,-60,-69,-60,0,-69,-76.5,-52.79,-67.46,-31.93,-69.21,0,-72.25
0,-57.68,-40.54,-59.93,-52.5,-62.36,-56.82,0,-54.11,-67.54,-67.11,-84,-39,-54.33,0,-61,-33.83,-56,-59.67,-68,-61,0,-69,-73,-53.07,-67.36,-31.82,-69.29,0,-71.86
