1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0,-50.43,-39.75,-62.43,-53.36,-61.57,-41,0,-46.5,-72,-71,-86,-39.75,-52,0,-61,-34.5,-57,-63,-72.5,-61,0,-71,-73.5,-53.46,-71.39,-32.29,-72.18,0,-62
0,-51,-39,-63,-53,-62,-46,0,-51,-73.5,-71,-85.5,-41.96,-52.18,0,-60.75,-34.36,-56.5,-62,-72,-59,0,-73,-73.5,-53.96,-71.04,-32.57,-72.32,0,-61.82
0,-51,-42.68,-62.44,-53.36,-61.7,-50,0,-51,-72,-70.5,-84,-41.55,-52.22,0,-60.83,-34.35,-56.65,-62.04,-71.89,-60.31,0,-72.33,-73,-53.17,-71.14,-32.29,-72.38,0,-62.27
0,-49.88,-43.8,-62.42,-53.38,-61.22,-50,0,-47,-71,-71,-83,-42.61,-52.36,0,-61.09,-33.92,-56.59,-62.38,-72.43,-59.88,0,-72,-73.5,-54,-71.19,-32.61,-72.35,0,-62.22
0,-50.5,-38.33,-61.67,-53.5,-61,-41,0,-46,-73,-70,-84,-47,-52,0,-61,-34.5,-56,-62,-72,-59,0,-71,-73,-53.54,-71.81,-32.3,-72.11,0,-61.89
0,-51.17,-40.86,-62.36,-53.54,-61.38,-49,0,-50,-71.5,-71,-84,-42.74,-52.16,0,-60.65,-34.52,-56.61,-61.82,-72.71,-59.96,0,-71.58,-72.54,-53.5,-71.93,-32.57,-72.48,0,-62.17
0,-50.67,-38,-62.5,-54,-62,-48.04,0,-49.71,-73,-70.93,-84.5,-43.5,-51,0,-61,-34,-57,-62.5,-72,-61,0,-71.5,-73.5,-53.61,-71.93,-32.54,-72.64,0,-61.82
0,-49.5,-40.79,-61.95,-53.27,-61.23,-47.7,0,-49.33,-72.75,-71.23,-85.25,-41.43,-51.82,0,-60.65,-34.63,-56.46,-62.25,-72,-59.75,0,-72,-72.67,-53.43,-71.92,-32.57,-72.2,0,-61.92
0,-51,-39.8,-62.5,-54.13,-62,-47.11,0,-49.86,-72.54,-70.89,-83.79,-41.57,-52.55,0,-60.29,-34.46,-56.86,-62,-73,-62,0,-72,-73,-53.76,-71.58,-32.68,-72.42,0,-62.3
0,-51.04,-41.33,-62.58,-53.64,-61.48,-50,0,-47,-73,-70,-86,-41.86,-52.46,0,-61.04,-35,-57.11,-61.83,-72.33,-60,0,-72.6,-73.25,-53.75,-70.95,-32.86,-72.58,0,-62.11
0,-50.79,-41.32,-62.45,-53.68,-61.3,-44,0,-51.67,-72,-70.5,-84,-42.17,-52.63,0,-61,-34.57,-56.86,-62,-72.67,-60,0,-72.2,-73,-53.4,-71.53,-32.58,-72.63,0,-62
0,-51.57,-42.88,-62.73,-53.26,-61.53,-48.64,0,-50.05,-71.93,-70.79,-84.33,-40.63,-52.5,0,-61.06,-34.06,-56.8,-63.5,-71,-61,0,-74,-74,-53.82,-71.52,-32.5,-72.46,0,-62
0,-51.32,-40.58,-62.55,-53.27,-61.23,-49,0,-49,-72.33,-70.57,-84.08,-42.75,-52.46,0,-60.92,-34.59,-56.76,-62.19,-72.16,-60.16,0,-72.14,-73.48,-53.4,-71.67,-32.43,-72,0,-61.67
0,-50.13,-39.47,-62.2,-53.1,-61.55,-49.75,0,-45.6,-72.33,-71.6,-85,-40.88,-52.04,0,-60.42,-33.64,-56.52,-62.13,-72.59,-59.95,0,-72.42,-73.82,-53.95,-71.92,-32.44,-72.31,0,-62.06
0,-50.63,-40.57,-62.5,-53.32,-61.64,-39,0,-49,-71,-68,-82.5,-39,-52,0,-60.5,-34,-57.5,-62.28,-72.48,-60.13,0,-72.96,-73.77,-53.7,-71.5,-32.52,-72.7,0,-62.08
0,-46.5,-47,-62,-53.5,-61,-49.75,0,-46.8,-72,-70.5,-84,-42.25,-51.96,0,-60.54,-34.64,-56.57,-62.14,-72.75,-59.89,0,-72.96,-73.18,-53.96,-71.07,-32.21,-72.86,0,-61.96
0,-51.18,-40.91,-62.53,-53.71,-61.61,-50,0,-44.5,-72,-70,-83,-42.21,-52.04,0,-60.75,-34.16,-56.75,-62,-72.7,-60.17,0,-72.48,-72.88,-53.63,-71.2,-32.71,-72.83,0,-61.9
0,-52.5,-41,-62,-54,-61.67,-47.71,0,-48.61,-72.32,-71,-83.82,-40,-52,0,-61,-35,-57,-62,-72.5,-60,0,-72.5,-73,-53.5,-72,-32.67,-73.5,0,-62
0,-52,-41,-63,-53.5,-61.67,-46.96,0,-49.5,-72.43,-70.67,-84.27,-42.24,-52.33,0,-60.94,-34.24,-56.81,-62.11,-72.8,-60.16,0,-71.92,-72.69,-54,-72,-32,-73,0,-61.5
0,-51.33,-42.75,-62,-53.2,-61.43,-48.64,0,-49.4,-72.29,-71.33,-83.67,-42.33,-52,0,-60.67,-34,-57,-62.17,-72.5,-59.5,0,-72.4,-73,-53.89,-72.33,-32.7,-72.83,0,-62.13
0,-50.43,-40.43,-62.24,-53.2,-61.17,-46,0,-51,-73,-69,-82,-42.12,-52.13,0,-60.96,-34.2,-56.48,-61.81,-72.88,-60.16,0,-72,-73.16,-53.83,-71.78,-32.89,-72.33,0,-62.5
0,-51,-47,-61.5,-53,-62,-46.29,0,-49.14,-72.26,-71.23,-83.91,-42.18,-52.57,0,-60.86,-34.43,-56.5,-62,-72,-60.23,0,-71.92,-73.3,-53.79,-71.36,-32.46,-72.57,0,-62.04
0,-51,-41.5,-61.5,-51.5,-62,-47.46,0,-50.43,-72.2,-70.95,-84.89,-41.79,-52.25,0,-60.82,-34.29,-56.61,-62.11,-72.76,-60.14,0,-71.75,-73.18,-53.88,-72,-32.38,-73,0,-62.67
0,-51,-46.8,-62.67,-53,-61.71,-49.75,0,-48.57,-72.25,-71.4,-84,-40.71,-52.57,0,-60.83,-34.13,-57.14,-62.07,-72.82,-60.04,0,-72.18,-73.6,-53.68,-71.18,-32.32,-72.54,0,-62.14
0,-51.5,-38,-59,-55,-62,-46.67,0,-51,-72,-71,-85,-41,-53,0,-61,-33.5,-56,-62.21,-72.68,-60.04,0,-71.86,-73.43,-53.64,-71.68,-32.43,-72.43,0,-62.25
0,-50,-40.7,-62.17,-53.56,-61.52,-51,0,-51,-73,-71,-84,-42.67,-51.48,0,-61.13,-34.3,-57,-62,-72.5,-60.5,0,-72.33,-73,-53.69,-71.56,-32.54,-72.18,0,-62.22
0,-51.33,-47,-62,-53,-60.5,-47.11,0,-48.14,-72.19,-71.25,-84.68,-42.61,-52.36,0,-60.71,-34.5,-56.64,-61.67,-72.67,-60.67,0,-71,-73.33,-53.64,-71.57,-32.32,-72.36,0,-62.14
0,-50.35,-42.44,-62.4,-53.6,-61.52,-50,0,-51,-72,-72,-83,-41.75,-52.6,0,-60.79,-34,-56.93,-62.56,-72.91,-59.67,0,-72.33,-73.4,-53.88,-71.73,-32.61,-72.33,0,-62.22
0,-50.79,-39.39,-62.75,-53.5,-61.61,-48.21,0,-47.68,-72.43,-70.93,-84.88,-44.33,-52.75,0,-61,-35.33,-57,-62,-72.5,-60,0,-71.5,-73.5,-53.54,-71.59,-32.57,-72.35,0,-62.24
0,-52,-38,-62.5,-53,-61,-40.5,0,-50,-72,-71.67,-86,-42.96,-52.11,0,-60.77,-34.5,-56.7,-62.47,-72.79,-60.21,0,-72.41,-73.45,-53.95,-71.56,-32.48,-72.32,0,-62.38
0,-50.32,-39.68,-62.37,-53.32,-61.58,-47.17,0,-48.25,-71.75,-70.8,-85,-42.42,-51.75,0,-60.92,-34.5,-56.95,-62.21,-72.46,-60.04,0,-72.14,-73.75,-53.54,-71.6,-32.68,-71.92,0,-62.23
0,-49.41,-40.23,-62.75,-53.48,-61.67,-47.28,0,-50,-72.1,-70.92,-84.45,-43.31,-52.43,0,-60.4,-34.36,-56.84,-62,-71,-59,0,-72,-73,-54,-72,-33,-73,0,-62.5
0,-51.46,-40.75,-62.19,-53.54,-61.63,-48.64,0,-49.39,-72.11,-70.61,-84.96,-43.8,-52.5,0,-60.8,-34,-57,-61.75,-73,-60,0,-71.5,-73.67,-53.52,-71.68,-32.61,-72.13,0,-62.25
0,-51.05,-40,-62.47,-53.25,-61.47,-47.85,0,-49.36,-71.92,-70.67,-84.73,-41.92,-52.71,0,-60.8,-34.78,-56.78,-61.5,-71.67,-60,0,-72,-73,-53.65,-71.53,-32.33,-72.35,0,-62.35
0,-50.43,-40.12,-62.39,-53.29,-61.14,-50,0,-50,-72,-71,-84,-40,-53,0,-60.67,-34.67,-56,-62.08,-72.79,-60,0,-72.36,-73.54,-53.82,-71.46,-32.41,-72.39,0,-62.29
0,-51,-41.74,-62.05,-53.04,-61.56,-48.2,0,-46.25,-72,-71.25,-83.33,-43.39,-52.33,0,-61.06,-34.29,-56.93,-61.88,-72.82,-59.94,0,-72.19,-72.87,-53.59,-71.25,-32.71,-72.32,0,-62
0,-50.59,-39.96,-61.07,-52.11,-60.65,-50,0,-51,-73,-71.57,-83.75,-41.71,-52.21,0,-60.61,-34,-56.86,-61.82,-72.6,-60.31,0,-71.67,-73.12,-53.76,-71.67,-32.46,-71.96,0,-62.25
0,-49.5,-42.5,-62.5,-54,-62,-48,0,-50,-72.17,-71.75,-84.4,-43.2,-52.25,0,-60.68,-34.29,-56.25,-62.6,-73,-59.6,0,-71.5,-73.33,-53.81,-71.6,-32.54,-71.73,0,-62.4
0,-50.43,-40.79,-62.25,-53.25,-61.82,-48.67,0,-49.3,-73.5,-71.91,-84.9,-41.68,-52.39,0,-60.5,-34.64,-56.71,-62.38,-72.67,-59.89,0,-72.44,-73.33,-53.68,-71.58,-32.64,-72.4,0,-62.21
0,-50.85,-41.07,-62.33,-53.46,-61.41,-50.5,0,-51,-72.5,-71,-84.5,-44,-49,0,-61,-33.5,-56,-62.33,-72.63,-60.05,0,-72.5,-73.32,-53.65,-71.86,-32.57,-72.14,0,-61.95
0,-50.44,-40.22,-61.96,-53.58,-62,-48.57,0,-49.89,-72.33,-71.88,-84.6,-43.19,-52.61,0,-60.39,-34.6,-56.56,-61.92,-72.05,-59.63,0,-72.26,-73.48,-53.59,-71.85,-32.39,-71.89,0,-62.8
0,-51.04,-40.71,-62.24,-53.56,-61.41,-45.5,0,-51,-72,-71.5,-85,-42.18,-52.35,0,-60.38,-34.61,-56.59,-62.18,-72.8,-60.06,0,-72.47,-73.27,-53.68,-71.81,-32.41,-72.25,0,-62.37
0,-52,-38,-61,-53,-62,-45,0,-51,-72,-71.5,-86,-40,-49.5,0,-60,-35,-57,-61.5,-72,-60.33,0,-71.5,-73,-54,-70,-32.33,-73,0,-62.5
0,-51.25,-43.83,-61.5,-53,-61,-47.79,0,-47.96,-72.21,-70.94,-84.72,-40.83,-51.83,0,-60.33,-34.71,-56.71,-62.04,-72.63,-59.92,0,-71.96,-73.3,-53.91,-71.26,-32.33,-71.58,0,-62
0,-50.04,-41.57,-62.35,-53.16,-61.71,-46.63,0,-51.14,-72.75,-70.6,-84.25,-42.18,-51.96,0,-60.25,-33.96,-56.46,-62.67,-72,-60.5,0,-72,-73,-53.25,-71.5,-32.6,-72,0,-62
0,-50.95,-42.76,-62.2,-53.46,-61.5,-49,0,-51,-72,-71,-85,-47,-53,0,-61,-35,-56.5,-62.5,-72,-59.5,0,-73,-73,-54,-71.04,-32.74,-72.48,0,-62.12
0,-51.46,-40.5,-61.86,-53.57,-61.39,-41,0,-51,-72,-72.5,-84.5,-40,-52,0,-60,-35,-56,-62.18,-72.32,-60.11,0,-72.21,-72.64,-54,-72,-33,-71,0,-62
0,-52,-42,-61.67,-53,-62,-48.86,0,-48.68,-72.46,-71.07,-84.36,-47.5,-52,0,-60,-33.33,-57,-62,-74,-59.5,0,-72,-72.5,-53.75,-71.79,-32.43,-72.32,0,-62.25
0,-50.96,-40.86,-62.4,-52.71,-61.95,-48.77,0,-48.65,-72.17,-71.65,-84.88,-43.48,-52.17,0,-60.13,-34.64,-57,-62.67,-73,-60,0,-72,-73.5,-54.08,-71.38,-32.5,-72,0,-62.46
0,-50.52,-41.81,-62.22,-52.33,-61.79,-50,0,-50.67,-72.33,-70.75,-84.33,-43.42,-51.56,0,-60.26,-34.22,-56.7,-62.63,-72,-59.67,0,-72.75,-73.5,-54.12,-71.62,-32.82,-72.33,0,-62.11
0,-51,-43.5,-62,-53,-62,-47,0,-48.89,-72.57,-71.18,-84.75,-46,-39,0,-61,-34,-57,-61.5,-72,-61,0,-74,-75,-53.79,-71.68,-32.18,-72.36,0,-62.14
0,-51.67,-38,-63,-53.5,-61,-46.43,0,-47.57,-72,-70.8,-84,-42.83,-52.24,0,-60.45,-34.31,-56.6,-62.15,-72.52,-60.26,0,-72.3,-73.21,-54,-71.61,-32.58,-72.53,0,-62.65
0,-51.21,-43.32,-62,-53.18,-61.57,-46.64,0,-48,-72.25,-71.41,-84.38,-43.29,-52.17,0,-60.48,-34.25,-56.65,-62,-72,-59.5,0,-71,-73,-54,-72,-32.5,-72,0,-62
0,-48.9,-40.58,-62.42,-53.27,-61.67,-47,0,-51,-71.8,-71,-84,-41.27,-52.33,0,-60.2,-34.61,-56.95,-62.07,-72.15,-59.96,0,-72.43,-73.2,-53.83,-71.89,-32.57,-72.26,0,-62.04
0,-50.67,-40.25,-62,-53.33,-62,-50,0,-49.2,-72.5,-71.5,-84,-40.74,-51.94,0,-60.41,-34.82,-56.89,-61.95,-72.35,-59.83,0,-72.11,-72.8,-53.83,-71.75,-32.33,-72.44,0,-62.24
0,-50.04,-41.04,-62.32,-53.68,-61.46,-48,0,-51.25,-71.33,-71.75,-84.33,-43.5,-53.5,0,-60,-35,-57,-62.29,-72.04,-59.64,0,-72.75,-73.04,-53.86,-71.57,-32.54,-72.25,0,-62.18
0,-51,-39,-62.5,-55,-62,-48.86,0,-49,-72.15,-71.2,-84.58,-43,-52,0,-60,-34,-57,-62.26,-72.24,-59.7,0,-72.8,-73.48,-53.54,-71.15,-32.43,-72.25,0,-62.5
0,-50.46,-42.14,-62.21,-53.69,-61.69,-49.32,0,-49.5,-72.15,-71.6,-84.94,-43.57,-51.72,0,-60.35,-34.36,-56.95,-62.38,-72.2,-59.79,0,-72.22,-74.04,-53,-71,-32,-73,0,-63
0,-50.88,-39.17,-62.2,-53.43,-61.6,-46.92,0,-49.09,-72.09,-71.32,-84.16,-43.05,-51.5,0,-60.37,-34.3,-57,-62.13,-72.38,-60.25,0,-71.61,-73.88,-53.93,-71.67,-32.25,-72.55,0,-62.29
0,-49.88,-41.44,-62.28,-53.64,-61.54,-47.67,0,-50.67,-72,-71,-84.5,-42.57,-52.11,0,-60.29,-34.21,-56.68,-62.11,-72.11,-59.96,0,-71.93,-73.07,-53.5,-72,-32.67,-73,0,-61
0,-50.57,-40.79,-61.91,-53.35,-62,-50,0,-51,-72,-71,-84.5,-42.4,-52.04,0,-60.17,-34.18,-56.71,-62,-70,-59.67,0,-72,-73.67,-53.54,-71.39,-32.33,-72.26,0,-62.12
0,-50.27,-40.6,-61.82,-53.13,-61.25,-50,0,-51.5,-71.5,-71.5,-82,-41.75,-51.75,0,-60.36,-34.54,-56.71,-62.33,-72.07,-60.07,0,-72.2,-73.75,-53.53,-71.23,-32.29,-72.72,0,-62.23
0,-49.3,-40.55,-62.05,-53.29,-61.35,-48.52,0,-48.96,-72.13,-71.35,-83.74,-46.8,-52,0,-60,-34.17,-57.2,-61,-72.5,-59.67,0,-71,-73,-53.9,-71.23,-32.57,-71.79,0,-62.35
0,-50.46,-40.89,-62,-53.43,-61.21,-51,0,-51,-72.5,-71.5,-84,-41,-52,0,-60,-35,-57,-62,-72,-60.5,0,-71,-73,-53.5,-71.5,-33,-71,0,-64
0,-50.81,-42,-62.05,-53.35,-61.2,-50,0,-51,-72,-73,-85,-44,-51.17,0,-60.09,-34.27,-56.63,-63,-71.5,-60.5,0,-71.5,-73,-54,-71.14,-32.52,-72.05,0,-62.35
0,-50.89,-41.43,-61.93,-53.43,-61.54,-48.07,0,-49.89,-72.11,-71.38,-84.52,-39,-52,0,-60,-35,-57.5,-62,-71.67,-60,0,-72,-73.8,-53.96,-70.88,-32.68,-72.15,0,-62.17
0,-49.59,-39.23,-62.33,-53.42,-61.42,-49.58,0,-50.2,-71.86,-71.5,-84.35,-40.5,-53,0,-60,-35,-56.67,-63,-72,-60,0,-73,-73.33,-53.88,-71.1,-32.61,-72.14,0,-62.18
